payment_id,customer_id,staff_id,rental_id,amount,payment_date
3017,112,1,11019.0,2.99,2005-08-02T04:29:31.000Z
3018,112,1,11599.0,7.99,2005-08-17T02:08:10.000Z
3019,112,2,11659.0,4.99,2005-08-17T04:20:45.000Z
3020,112,2,11863.0,3.99,2005-08-17T12:56:01.000Z
3021,112,2,13611.0,8.99,2005-08-20T05:20:42.000Z
3022,112,2,13879.0,2.99,2005-08-20T14:18:10.000Z
3023,112,2,14049.0,5.99,2005-08-20T21:08:55.000Z
3024,112,1,14358.0,0.99,2005-08-21T08:14:28.000Z
3025,112,2,15304.0,4.99,2005-08-22T18:45:57.000Z
3026,112,1,15671.0,0.99,2005-08-23T08:08:16.000Z
3027,112,1,15687.0,8.99,2005-08-23T08:46:33.000Z
3028,112,1,15756.0,2.99,2005-08-23T11:47:05.000Z
3029,113,1,510.0,0.99,2005-05-28T01:52:14.000Z
3030,113,2,776.0,0.99,2005-05-29T12:35:35.000Z
3031,113,2,2077.0,4.99,2005-06-17T15:46:11.000Z
3032,113,1,2282.0,2.99,2005-06-18T05:48:23.000Z
3033,113,1,2783.0,2.99,2005-06-19T17:29:10.000Z
3034,113,2,3004.0,0.99,2005-06-20T09:04:36.000Z
3035,113,1,3124.0,8.99,2005-06-20T17:28:19.000Z
3036,113,1,3162.0,6.99,2005-06-20T20:21:15.000Z
3037,113,2,3657.0,5.99,2005-07-06T06:55:30.000Z
3038,113,1,4333.0,2.99,2005-07-07T17:31:50.000Z
3039,113,2,5189.0,2.99,2005-07-09T09:23:21.000Z
3040,113,2,5324.0,2.99,2005-07-09T15:34:18.000Z
3041,113,2,5655.0,4.99,2005-07-10T06:31:06.000Z
3042,113,1,5774.0,5.99,2005-07-10T12:31:56.000Z
3043,113,1,6025.0,0.99,2005-07-11T01:18:13.000Z
3044,113,1,6836.0,0.99,2005-07-12T17:58:05.000Z
3045,113,2,7468.0,5.99,2005-07-27T17:52:27.000Z
3046,113,2,7587.0,2.99,2005-07-27T22:23:03.000Z
3047,113,2,9221.0,6.99,2005-07-30T12:20:06.000Z
3048,113,2,10181.0,4.99,2005-07-31T23:00:44.000Z
3049,113,1,10378.0,0.99,2005-08-01T05:30:04.000Z
3050,113,2,10578.0,1.99,2005-08-01T12:48:02.000Z
3051,113,2,11655.0,7.99,2005-08-17T04:11:07.000Z
3052,113,1,11872.0,5.99,2005-08-17T13:11:45.000Z
3053,113,1,12392.0,5.99,2005-08-18T07:57:58.000Z
3054,113,2,12817.0,3.99,2005-08-19T00:04:35.000Z
3055,113,2,13406.0,2.99,2005-08-19T21:22:01.000Z
3056,113,1,15600.0,1.99,2005-08-23T05:31:24.000Z
3057,113,1,15770.0,2.99,2005-08-23T12:18:16.000Z
3058,114,1,205.0,4.99,2005-05-26T06:59:37.000Z
3059,114,1,255.0,4.99,2005-05-26T13:52:15.000Z
3060,114,2,889.0,2.99,2005-05-30T06:14:53.000Z
3061,114,1,2059.0,2.99,2005-06-17T14:36:12.000Z
3062,114,2,2680.0,7.99,2005-06-19T11:13:37.000Z
3063,114,1,3094.0,2.99,2005-06-20T15:06:51.000Z
3064,114,2,3144.0,5.99,2005-06-20T19:14:20.000Z
3065,114,1,3484.0,4.99,2005-07-05T22:23:11.000Z
3066,114,1,3924.0,2.99,2005-07-06T19:38:02.000Z
3067,114,1,4025.0,0.99,2005-07-07T01:13:24.000Z
3068,114,1,5418.0,0.99,2005-07-09T19:41:35.000Z
3069,114,2,5624.0,4.99,2005-07-10T04:43:16.000Z
3070,114,1,5625.0,2.99,2005-07-10T04:44:02.000Z
3071,114,1,6188.0,2.99,2005-07-11T10:31:47.000Z
3072,114,1,6754.0,4.99,2005-07-12T13:59:24.000Z
3073,114,2,7316.0,2.99,2005-07-27T12:19:03.000Z
3074,114,2,7462.0,2.99,2005-07-27T17:47:47.000Z
3075,114,2,7565.0,2.99,2005-07-27T21:33:59.000Z
3076,114,2,7938.0,5.99,2005-07-28T11:39:11.000Z
3077,114,2,8496.0,4.99,2005-07-29T08:05:33.000Z
3078,114,1,8590.0,10.99,2005-07-29T11:32:20.000Z
3079,114,1,9717.0,4.99,2005-07-31T07:24:41.000Z
3080,114,1,11547.0,4.99,2005-08-16T23:59:24.000Z
3081,114,2,12326.0,0.99,2005-08-18T05:41:59.000Z
3082,114,1,12685.0,6.99,2005-08-18T18:51:29.000Z
3083,114,2,13459.0,6.99,2005-08-19T23:45:40.000Z
3084,114,2,14158.0,5.99,2005-08-21T01:43:20.000Z
3085,114,1,14867.0,4.99,2005-08-22T02:14:46.000Z
3086,114,1,15485.0,0.99,2005-08-23T01:04:57.000Z
3087,114,1,15528.0,2.99,2005-08-23T02:45:40.000Z
3088,114,2,15646.0,3.99,2005-08-23T07:19:55.000Z
3089,114,1,16047.0,0.99,2005-08-23T21:42:48.000Z
3090,114,2,12506.0,4.99,2006-02-14T15:16:03.000Z
3091,115,1,915.0,0.99,2005-05-30T10:20:27.000Z
3092,115,1,983.0,0.99,2005-05-30T21:15:51.000Z
3093,115,1,1102.0,2.99,2005-05-31T13:20:29.000Z
3094,115,2,1361.0,0.99,2005-06-15T12:37:38.000Z
3095,115,2,1515.0,2.99,2005-06-15T22:07:50.000Z
3096,115,1,3289.0,6.99,2005-06-21T05:41:48.000Z
3097,115,2,3544.0,0.99,2005-07-06T01:06:32.000Z
3098,115,1,3624.0,0.99,2005-07-06T05:06:27.000Z
3099,115,1,4780.0,1.99,2005-07-08T15:06:51.000Z
3100,115,1,5245.0,4.99,2005-07-09T12:24:14.000Z
3101,115,1,6080.0,2.99,2005-07-11T04:08:11.000Z
3102,115,2,6113.0,2.99,2005-07-11T06:31:08.000Z
3103,115,1,6373.0,0.99,2005-07-11T20:35:20.000Z
3104,115,1,6574.0,5.99,2005-07-12T05:04:22.000Z
3105,115,1,6798.0,6.99,2005-07-12T15:49:11.000Z
3106,115,2,7355.0,1.99,2005-07-27T13:45:59.000Z
3107,115,2,7465.0,4.99,2005-07-27T17:50:30.000Z
3108,115,1,7983.0,4.99,2005-07-28T13:23:01.000Z
3109,115,1,8594.0,4.99,2005-07-29T11:42:13.000Z
3110,115,2,9578.0,0.99,2005-07-31T01:54:31.000Z
3111,115,2,10022.0,3.99,2005-07-31T17:25:30.000Z
3112,115,2,10475.0,4.99,2005-08-01T09:03:17.000Z
3113,115,2,10647.0,2.99,2005-08-01T15:08:46.000Z
3114,115,2,10919.0,0.99,2005-08-02T01:11:03.000Z
3115,115,1,11891.0,2.99,2005-08-17T14:11:55.000Z
3116,115,2,12366.0,0.99,2005-08-18T06:55:14.000Z
3117,115,2,13977.0,0.99,2005-08-20T18:02:34.000Z
3118,115,1,15176.0,6.99,2005-08-22T14:30:25.000Z
3119,115,2,15452.0,0.99,2005-08-22T23:57:12.000Z
3120,115,2,13056.0,2.99,2006-02-14T15:16:03.000Z
3121,116,1,1058.0,4.99,2005-05-31T07:04:17.000Z
3122,116,2,1332.0,0.99,2005-06-15T10:36:01.000Z
3123,116,2,1533.0,0.99,2005-06-15T23:46:02.000Z
3124,116,2,1762.0,4.99,2005-06-16T16:50:19.000Z
3125,116,2,1913.0,4.99,2005-06-17T04:19:47.000Z
3126,116,1,2639.0,4.99,2005-06-19T08:24:02.000Z
3127,116,1,2861.0,3.99,2005-06-19T22:21:34.000Z
3128,116,2,3908.0,6.99,2005-07-06T18:47:26.000Z
3129,116,2,3940.0,2.99,2005-07-06T20:16:59.000Z
3130,116,1,4027.0,0.99,2005-07-07T01:19:01.000Z
3131,116,2,4737.0,4.99,2005-07-08T12:23:53.000Z
3132,116,2,5169.0,2.99,2005-07-09T08:22:25.000Z
3133,116,1,6557.0,4.99,2005-07-12T04:12:03.000Z
3134,116,1,7238.0,0.99,2005-07-27T09:13:41.000Z
3135,116,2,7763.0,5.99,2005-07-28T05:35:16.000Z
3136,116,2,9245.0,6.99,2005-07-30T13:07:50.000Z
3137,116,1,9562.0,3.99,2005-07-31T01:23:20.000Z
3138,116,2,10250.0,1.99,2005-08-01T01:38:42.000Z
3139,116,1,10801.0,1.99,2005-08-01T21:09:35.000Z
3140,116,2,11016.0,4.99,2005-08-02T04:19:13.000Z
3141,116,2,12376.0,2.99,2005-08-18T07:20:29.000Z
3142,116,2,13146.0,7.99,2005-08-19T11:54:42.000Z
3143,116,1,13369.0,0.99,2005-08-19T20:19:47.000Z
3144,116,1,13474.0,0.99,2005-08-20T00:04:32.000Z
3145,116,1,13775.0,6.99,2005-08-20T10:56:30.000Z
3146,116,2,14763.0,11.99,2005-08-21T22:34:00.000Z
3147,116,1,14907.0,2.99,2005-08-22T03:44:09.000Z
3148,117,1,700.0,0.99,2005-05-29T01:18:54.000Z
3149,117,2,1114.0,0.99,2005-05-31T15:00:33.000Z
3150,117,1,1755.0,2.99,2005-06-16T16:18:44.000Z
3151,117,2,3218.0,2.99,2005-06-21T00:38:09.000Z
3152,117,2,5506.0,5.99,2005-07-09T23:45:48.000Z
3153,117,1,5673.0,0.99,2005-07-10T07:21:54.000Z
3154,117,1,6093.0,9.99,2005-07-11T04:52:50.000Z
3155,117,1,6449.0,6.99,2005-07-11T23:48:58.000Z
3156,117,1,8687.0,2.99,2005-07-29T15:19:17.000Z
3157,117,2,10556.0,2.99,2005-08-01T11:58:42.000Z
3158,117,1,10558.0,4.99,2005-08-01T12:00:20.000Z
3159,117,2,11467.0,3.99,2005-08-02T20:47:07.000Z
3160,117,1,12143.0,2.99,2005-08-17T23:06:26.000Z
3161,117,1,12337.0,2.99,2005-08-18T06:02:24.000Z
3162,117,1,12575.0,6.99,2005-08-18T14:37:42.000Z
3163,117,1,12618.0,4.99,2005-08-18T16:24:02.000Z
3164,117,1,14784.0,0.99,2005-08-21T23:23:13.000Z
3165,117,2,14854.0,2.99,2005-08-22T01:26:47.000Z
3166,117,1,15432.0,2.99,2005-08-22T23:26:52.000Z
3167,118,2,351.0,5.99,2005-05-27T04:39:03.000Z
3168,118,2,1766.0,4.99,2005-06-16T16:59:37.000Z
3169,118,2,2217.0,0.99,2005-06-18T02:12:29.000Z
3170,118,1,3263.0,4.99,2005-06-21T03:15:52.000Z
3171,118,1,4966.0,0.99,2005-07-08T22:47:25.000Z
3172,118,1,5829.0,1.99,2005-07-10T15:29:41.000Z
3173,118,1,6377.0,0.99,2005-07-11T20:41:16.000Z
3174,118,1,6507.0,1.99,2005-07-12T02:33:12.000Z
3175,118,1,7196.0,2.99,2005-07-27T07:49:08.000Z
3176,118,1,7850.0,4.99,2005-07-28T08:31:13.000Z
3177,118,2,7956.0,4.99,2005-07-28T12:32:17.000Z
3178,118,1,8314.0,3.99,2005-07-29T02:35:04.000Z
3179,118,2,8760.0,7.99,2005-07-29T18:22:40.000Z
3180,118,1,8881.0,4.99,2005-07-29T23:22:31.000Z
3181,118,2,10045.0,1.99,2005-07-31T18:04:35.000Z
3182,118,2,12538.0,2.99,2005-08-18T13:09:09.000Z
3183,118,2,13193.0,6.99,2005-08-19T13:33:45.000Z
3184,118,2,14394.0,5.99,2005-08-21T09:23:10.000Z
3185,118,2,14595.0,7.99,2005-08-21T16:35:17.000Z
3186,118,1,14924.0,2.99,2005-08-22T04:15:17.000Z
3187,118,1,15731.0,0.99,2005-08-23T10:33:25.000Z
3188,119,2,67.0,0.99,2005-05-25T08:41:01.000Z
3189,119,1,235.0,5.99,2005-05-26T10:51:09.000Z
3190,119,2,540.0,6.99,2005-05-28T05:40:25.000Z
3191,119,1,1179.0,7.99,2005-06-14T23:36:50.000Z
3192,119,2,2009.0,2.99,2005-06-17T10:48:31.000Z
3193,119,2,3388.0,5.99,2005-06-21T13:34:51.000Z
3194,119,2,4840.0,8.99,2005-07-08T17:18:16.000Z
3195,119,1,5176.0,5.99,2005-07-09T08:39:31.000Z
3196,119,1,5268.0,0.99,2005-07-09T13:22:43.000Z
3197,119,1,6079.0,7.99,2005-07-11T04:07:14.000Z
3198,119,2,6330.0,0.99,2005-07-11T18:15:42.000Z
3199,119,2,8140.0,4.99,2005-07-28T19:17:50.000Z
3200,119,1,8183.0,5.99,2005-07-28T21:21:07.000Z
3201,119,1,8304.0,4.99,2005-07-29T02:08:30.000Z
3202,119,2,9028.0,2.99,2005-07-30T05:00:35.000Z
3203,119,1,10101.0,0.99,2005-07-31T19:47:29.000Z
3204,119,1,10366.0,3.99,2005-08-01T05:09:37.000Z
3205,119,2,10552.0,2.99,2005-08-01T11:49:44.000Z
3206,119,1,10681.0,4.99,2005-08-01T16:30:35.000Z
3207,119,2,11377.0,2.99,2005-08-02T17:16:47.000Z
3208,119,1,11520.0,5.99,2005-08-16T23:04:28.000Z
3209,119,2,12576.0,2.99,2005-08-18T14:38:31.000Z
3210,119,2,12603.0,3.99,2005-08-18T15:56:20.000Z
3211,119,2,12842.0,6.99,2005-08-19T00:57:21.000Z
3212,119,1,13581.0,4.99,2005-08-20T04:26:15.000Z
3213,119,2,14349.0,3.99,2005-08-21T07:54:53.000Z
3214,119,2,14382.0,2.99,2005-08-21T09:01:03.000Z
3215,119,2,14643.0,6.99,2005-08-21T18:11:58.000Z
3216,119,2,14659.0,0.99,2005-08-21T18:42:36.000Z
3217,119,1,15111.0,4.99,2005-08-22T11:21:43.000Z
3218,119,2,15131.0,3.99,2005-08-22T12:06:26.000Z
3219,119,2,15171.0,6.99,2005-08-22T14:23:59.000Z
3220,119,1,15844.0,2.99,2005-08-23T14:38:12.000Z
3221,119,2,16028.0,3.99,2005-08-23T20:52:56.000Z
3222,120,2,68.0,7.99,2005-05-25T08:47:31.000Z
3223,120,2,532.0,0.99,2005-05-28T04:36:58.000Z
3224,120,1,1374.0,3.99,2005-06-15T13:49:54.000Z
3225,120,1,1820.0,4.99,2005-06-16T20:34:50.000Z
3226,120,2,1932.0,2.99,2005-06-17T05:54:41.000Z
3227,120,1,2169.0,4.99,2005-06-17T22:57:23.000Z
3228,120,1,2803.0,9.99,2005-06-19T18:18:27.000Z
3229,120,1,3133.0,2.99,2005-06-20T18:18:32.000Z
3230,120,1,4001.0,5.99,2005-07-06T23:07:00.000Z
3231,120,2,4272.0,3.99,2005-07-07T13:39:20.000Z
3232,120,2,4342.0,0.99,2005-07-07T17:47:03.000Z
3233,120,2,4666.0,9.99,2005-07-08T09:05:02.000Z
3234,120,1,4942.0,1.99,2005-07-08T21:42:47.000Z
3235,120,2,5288.0,1.99,2005-07-09T14:13:07.000Z
3236,120,2,6503.0,0.99,2005-07-12T02:18:07.000Z
3237,120,1,6989.0,4.99,2005-07-27T00:00:34.000Z
3238,120,2,8046.0,0.99,2005-07-28T15:49:41.000Z
3239,120,2,8756.0,1.99,2005-07-29T18:18:57.000Z
3240,120,1,8998.0,6.99,2005-07-30T03:54:14.000Z
3241,120,2,9907.0,6.99,2005-07-31T13:39:50.000Z
3242,120,2,10161.0,0.99,2005-07-31T22:09:41.000Z
3243,120,2,10696.0,4.99,2005-08-01T17:18:13.000Z
3244,120,1,10940.0,3.99,2005-08-02T02:08:29.000Z
3245,120,2,11133.0,0.99,2005-08-02T08:15:45.000Z
3246,120,2,13167.0,2.99,2005-08-19T12:36:41.000Z
3247,120,2,13375.0,7.99,2005-08-19T20:31:31.000Z
3248,120,1,14001.0,2.99,2005-08-20T19:07:15.000Z
3249,120,1,14153.0,4.99,2005-08-21T01:24:33.000Z
3250,120,1,14246.0,4.99,2005-08-21T04:34:09.000Z
3251,120,2,14460.0,9.99,2005-08-21T11:48:48.000Z
3252,120,2,14969.0,6.99,2005-08-22T05:49:15.000Z
3253,120,1,15780.0,4.99,2006-02-14T15:16:03.000Z
3254,121,1,217.0,4.99,2005-05-26T08:24:26.000Z
3255,121,1,1634.0,2.99,2005-06-16T07:16:05.000Z
3256,121,1,1833.0,1.99,2005-06-16T21:45:03.000Z
3257,121,2,5670.0,0.99,2005-07-10T07:14:52.000Z
3258,121,2,6780.0,4.99,2005-07-12T15:18:12.000Z
3259,121,2,7114.0,0.99,2005-07-27T04:42:13.000Z
3260,121,1,7185.0,0.99,2005-07-27T07:23:54.000Z
3261,121,2,7298.0,2.99,2005-07-27T11:45:14.000Z
3262,121,1,8370.0,6.99,2005-07-29T04:16:21.000Z
3263,121,2,8788.0,1.99,2005-07-29T19:46:44.000Z
3264,121,2,8875.0,2.99,2005-07-29T23:15:09.000Z
3265,121,2,8969.0,8.99,2005-07-30T03:00:19.000Z
3266,121,2,10457.0,5.99,2005-08-01T08:17:34.000Z
3267,121,2,11720.0,8.99,2005-08-17T06:46:54.000Z
3268,121,2,12242.0,1.99,2005-08-18T02:37:31.000Z
3269,121,2,12428.0,3.99,2005-08-18T09:24:21.000Z
3270,121,2,12734.0,1.99,2005-08-18T21:04:52.000Z
3271,121,1,12881.0,5.99,2005-08-19T02:28:13.000Z
3272,121,2,12892.0,0.99,2005-08-19T02:46:34.000Z
3273,121,1,14138.0,7.99,2005-08-21T00:59:37.000Z
3274,121,1,14177.0,4.99,2005-08-21T02:11:33.000Z
3275,121,2,14412.0,9.99,2005-08-21T10:02:09.000Z
3276,121,1,14464.0,2.99,2005-08-21T11:52:54.000Z
3277,121,2,15114.0,7.99,2005-08-22T11:24:55.000Z
3278,121,1,15369.0,0.99,2005-08-22T20:58:06.000Z
3279,121,1,16041.0,2.99,2005-08-23T21:20:26.000Z
3280,122,2,853.0,0.99,2005-05-30T00:43:31.000Z
3281,122,2,1135.0,4.99,2005-05-31T18:15:11.000Z
3282,122,1,1211.0,0.99,2005-06-15T02:01:20.000Z
3283,122,2,1442.0,7.99,2005-06-15T17:55:34.000Z
3284,122,2,2240.0,3.99,2005-06-18T03:28:27.000Z
3285,122,1,2253.0,0.99,2005-06-18T04:11:43.000Z
3286,122,1,2482.0,4.99,2005-06-18T20:10:44.000Z
3287,122,2,2595.0,4.99,2005-06-19T04:43:55.000Z
3288,122,2,2834.0,1.99,2005-06-19T20:41:46.000Z
3289,122,1,3778.0,2.99,2005-07-06T12:44:48.000Z
3290,122,2,3986.0,4.99,2005-07-06T22:25:13.000Z
3291,122,1,4239.0,7.99,2005-07-07T12:23:17.000Z
3292,122,1,4568.0,4.99,2005-07-08T04:23:59.000Z
3293,122,2,5235.0,6.99,2005-07-09T11:54:25.000Z
3294,122,2,6231.0,0.99,2005-07-11T13:02:36.000Z
3295,122,1,6427.0,0.99,2005-07-11T22:57:34.000Z
3296,122,1,6436.0,0.99,2005-07-11T23:18:42.000Z
3297,122,2,6974.0,7.99,2005-07-26T23:39:16.000Z
3298,122,1,7267.0,2.99,2005-07-27T10:22:55.000Z
3299,122,2,7950.0,4.99,2005-07-28T12:21:00.000Z
3300,122,1,8077.0,2.99,2005-07-28T16:54:35.000Z
3301,122,2,8177.0,0.99,2005-07-28T20:43:54.000Z
3302,122,1,8772.0,5.99,2005-07-29T18:55:25.000Z
3303,122,2,9910.0,4.99,2005-07-31T13:47:57.000Z
3304,122,1,10626.0,1.99,2005-08-01T14:32:41.000Z
3305,122,2,11044.0,3.99,2005-08-02T05:05:27.000Z
3306,122,2,11197.0,2.99,2005-08-02T10:45:07.000Z
3307,122,2,12476.0,4.99,2005-08-18T11:22:40.000Z
3308,122,2,12711.0,4.99,2005-08-18T20:03:32.000Z
3309,122,1,13171.0,2.99,2005-08-19T12:48:54.000Z
3310,122,1,13812.0,4.99,2005-08-20T12:01:43.000Z
3311,122,2,14666.0,5.99,2005-08-21T18:51:09.000Z
3312,123,1,992.0,2.99,2005-05-30T22:47:56.000Z
3313,123,2,1490.0,4.99,2005-06-15T20:42:17.000Z
3314,123,1,1751.0,0.99,2005-06-16T16:00:14.000Z
3315,123,2,1775.0,4.99,2005-06-16T17:28:19.000Z
3316,123,2,1951.0,0.99,2005-06-17T07:30:35.000Z
3317,123,1,2594.0,2.99,2005-06-19T04:43:43.000Z
3318,123,1,4442.0,3.99,2005-07-07T22:05:30.000Z
3319,123,1,4860.0,8.99,2005-07-08T17:54:07.000Z
3320,123,2,7535.0,4.99,2005-07-27T20:32:39.000Z
3321,123,1,7727.0,2.99,2005-07-28T03:52:43.000Z
3322,123,2,7768.0,0.99,2005-07-28T05:44:03.000Z
3323,123,1,7852.0,2.99,2005-07-28T08:34:29.000Z
3324,123,1,7969.0,5.99,2005-07-28T12:57:37.000Z
3325,123,2,8699.0,4.99,2005-07-29T15:53:00.000Z
3326,123,2,9529.0,4.99,2005-07-31T00:05:26.000Z
3327,123,1,10066.0,4.99,2005-07-31T18:30:01.000Z
3328,123,2,10295.0,8.99,2005-08-01T02:53:49.000Z
3329,123,1,12360.0,2.99,2005-08-18T06:46:35.000Z
3330,123,1,12402.0,3.99,2005-08-18T08:27:34.000Z
3331,123,1,13668.0,2.99,2005-08-20T07:26:06.000Z
3332,123,2,15152.0,7.99,2005-08-22T13:25:21.000Z
3333,123,2,15525.0,4.99,2005-08-23T02:43:32.000Z
3334,123,1,15621.0,1.99,2005-08-23T06:13:43.000Z
3335,123,2,15787.0,2.99,2005-08-23T12:51:57.000Z
3336,124,1,775.0,0.99,2005-05-29T12:23:26.000Z
3337,124,2,1039.0,4.99,2005-05-31T04:32:29.000Z
3338,124,2,1057.0,3.99,2005-05-31T06:58:06.000Z
3339,124,2,1130.0,5.99,2005-05-31T17:13:57.000Z
3340,124,2,2336.0,1.99,2005-06-18T10:00:05.000Z
3341,124,1,4341.0,7.99,2005-07-07T17:44:23.000Z
3342,124,2,4709.0,2.99,2005-07-08T11:04:34.000Z
3343,124,1,5566.0,2.99,2005-07-10T02:30:17.000Z
3344,124,1,6411.0,2.99,2005-07-11T22:10:50.000Z
3345,124,1,7519.0,6.99,2005-07-27T20:01:41.000Z
3346,124,2,7700.0,8.99,2005-07-28T02:54:14.000Z
3347,124,2,8524.0,0.99,2005-07-29T09:20:07.000Z
3348,124,1,9986.0,3.99,2005-07-31T16:16:50.000Z
3349,124,2,11493.0,5.99,2005-08-02T21:47:00.000Z
3350,124,1,12835.0,4.99,2005-08-19T00:47:45.000Z
3351,124,2,14737.0,0.99,2005-08-21T21:27:11.000Z
3352,124,2,15266.0,4.99,2005-08-22T17:37:24.000Z
3353,124,2,16023.0,0.99,2005-08-23T20:45:02.000Z
3354,125,2,185.0,3.99,2005-05-26T04:30:03.000Z
3355,125,1,1481.0,2.99,2005-06-15T20:17:58.000Z
3356,125,1,2355.0,3.99,2005-06-18T11:57:06.000Z
3357,125,1,2826.0,7.99,2005-06-19T19:41:35.000Z
3358,125,1,3118.0,4.99,2005-06-20T17:05:57.000Z
3359,125,1,3617.0,4.99,2005-07-06T04:58:06.000Z
3360,125,1,5200.0,2.99,2005-07-09T09:52:09.000Z
3361,125,2,5523.0,7.99,2005-07-10T00:47:55.000Z
3362,125,1,6055.0,0.99,2005-07-11T02:59:08.000Z
3363,125,2,6268.0,6.99,2005-07-11T14:55:34.000Z
3364,125,1,7323.0,4.99,2005-07-27T12:39:40.000Z
3365,125,2,7879.0,0.99,2005-07-28T09:27:46.000Z
3366,125,2,7922.0,0.99,2005-07-28T11:05:25.000Z
3367,125,2,8375.0,2.99,2005-07-29T04:25:30.000Z
3368,125,1,8433.0,2.99,2005-07-29T06:19:16.000Z
3369,125,1,8832.0,4.99,2005-07-29T21:37:49.000Z
3370,125,1,9129.0,9.99,2005-07-30T08:51:21.000Z
3371,125,1,9496.0,4.99,2005-07-30T22:55:20.000Z
3372,125,2,9504.0,0.99,2005-07-30T23:09:07.000Z
3373,125,1,9722.0,4.99,2005-07-31T07:29:48.000Z
3374,125,2,9734.0,2.99,2005-07-31T07:57:45.000Z
3375,125,1,10583.0,2.99,2005-08-01T12:54:35.000Z
3376,125,1,10699.0,2.99,2005-08-01T17:24:51.000Z
3377,125,2,11279.0,7.99,2005-08-02T13:30:03.000Z
3378,125,1,11806.0,4.99,2005-08-17T10:49:28.000Z
3379,125,1,11832.0,4.99,2005-08-17T11:55:31.000Z
3380,125,1,11999.0,0.99,2005-08-17T17:47:07.000Z
3381,125,1,12075.0,4.99,2005-08-17T20:54:55.000Z
3382,125,2,12262.0,2.99,2005-08-18T03:16:15.000Z
3383,125,2,13441.0,6.99,2005-08-19T22:48:23.000Z
3384,125,2,14456.0,2.99,2005-08-21T11:38:09.000Z
3385,125,1,15055.0,2.99,2005-08-22T09:14:39.000Z
3386,126,1,9.0,4.99,2005-05-24T23:00:40.000Z
3387,126,1,752.0,4.99,2005-05-29T09:14:15.000Z
3388,126,2,1054.0,4.99,2005-05-31T06:33:25.000Z
3389,126,1,3450.0,2.99,2005-06-21T20:01:57.000Z
3390,126,2,3502.0,5.99,2005-07-05T23:15:06.000Z
3391,126,1,3725.0,4.99,2005-07-06T10:15:04.000Z
3392,126,1,3804.0,7.99,2005-07-06T14:08:08.000Z
3393,126,1,4691.0,0.99,2005-07-08T10:04:53.000Z
3394,126,2,4730.0,2.99,2005-07-08T11:59:49.000Z
3395,126,2,5137.0,0.99,2005-07-09T07:00:34.000Z
3396,126,1,5865.0,0.99,2005-07-10T17:31:05.000Z
3397,126,1,6747.0,0.99,2005-07-12T13:33:21.000Z
3398,126,2,6755.0,6.99,2005-07-12T14:07:49.000Z
3399,126,1,7962.0,0.99,2005-07-28T12:48:09.000Z
3400,126,1,8091.0,2.99,2005-07-28T17:27:29.000Z
3401,126,1,9492.0,6.99,2005-07-30T22:52:21.000Z
3402,126,2,10032.0,4.99,2005-07-31T17:41:55.000Z
3403,126,1,11196.0,9.99,2005-08-02T10:42:40.000Z
3404,126,2,11613.0,4.99,2005-08-17T02:50:33.000Z
3405,126,1,11779.0,3.99,2005-08-17T09:31:58.000Z
3406,126,1,11801.0,0.99,2005-08-17T10:30:11.000Z
3407,126,2,12991.0,2.99,2005-08-19T06:21:24.000Z
3408,126,2,13015.0,7.99,2005-08-19T06:56:51.000Z
3409,126,2,13177.0,0.99,2005-08-19T12:56:58.000Z
3410,126,2,14477.0,2.99,2005-08-21T12:32:38.000Z
3411,126,2,14577.0,2.99,2005-08-21T15:52:29.000Z
3412,126,2,15741.0,4.99,2005-08-23T11:10:54.000Z
3413,126,1,16007.0,7.99,2005-08-23T20:02:43.000Z
3414,127,1,452.0,0.99,2005-05-27T18:30:33.000Z
3415,127,1,708.0,0.99,2005-05-29T02:23:47.000Z
3416,127,1,1293.0,4.99,2005-06-15T08:06:24.000Z
3417,127,2,1803.0,2.99,2005-06-16T19:32:47.000Z
3418,127,2,2412.0,3.99,2005-06-18T15:58:58.000Z
3419,127,1,4652.0,5.99,2005-07-08T08:47:51.000Z
3420,127,2,4811.0,5.99,2005-07-08T16:04:24.000Z
3421,127,2,5499.0,2.99,2005-07-09T23:27:45.000Z
3422,127,2,5983.0,2.99,2005-07-10T23:34:11.000Z
3423,127,1,7912.0,4.99,2005-07-28T10:46:58.000Z
3424,127,2,8209.0,6.99,2005-07-28T22:29:28.000Z
3425,127,1,9859.0,6.99,2005-07-31T12:02:55.000Z
3426,127,1,10197.0,2.99,2005-07-31T23:35:25.000Z
3427,127,1,10787.0,10.99,2005-08-01T20:35:01.000Z
3428,127,1,10973.0,7.99,2005-08-02T03:09:42.000Z
3429,127,1,11235.0,0.99,2005-08-02T12:13:21.000Z
3430,127,2,12060.0,4.99,2005-08-17T20:11:57.000Z
3431,127,2,12820.0,2.99,2005-08-19T00:05:08.000Z
3432,127,2,13043.0,4.99,2005-08-19T08:07:13.000Z
3433,127,1,13091.0,2.99,2005-08-19T09:40:10.000Z
3434,127,2,14030.0,2.99,2005-08-20T20:23:54.000Z
3435,127,1,14189.0,2.99,2005-08-21T02:32:17.000Z
3436,127,1,15463.0,5.99,2005-08-23T00:15:07.000Z
3437,127,2,15736.0,5.99,2005-08-23T10:40:30.000Z
3438,128,2,888.0,5.99,2005-05-30T06:13:14.000Z
3439,128,2,1131.0,2.99,2005-05-31T17:44:19.000Z
3440,128,2,2519.0,7.99,2005-06-18T23:19:21.000Z
